2018-09-10 18:14:35,312 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-09-11 10:27:58,733 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'minion_ip_t' AND `django_content_type`.`app_label` = 'monitor'); args=('minion_ip_t', 'monitor')
2018-09-11 10:27:58,755 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'project_authority_t' AND `django_content_type`.`app_label` = 'monitor'); args=('project_authority_t', 'monitor')
2018-09-11 10:27:58,776 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (33, 36, 37, 39, 8, 19, 20, 23, 29) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(33, 36, 37, 39, 8, 19, 20, 23, 29)
2018-09-11 10:27:58,798 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'monitor'; args=('monitor',)
2018-09-11 10:27:58,819 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'alter_history' AND `django_content_type`.`app_label` = 'dns'); args=('alter_history', 'dns')
2018-09-11 10:27:58,842 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'domain_info' AND `django_content_type`.`app_label` = 'dns'); args=('domain_info', 'dns')
2018-09-11 10:27:58,862 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'cf_account' AND `django_content_type`.`app_label` = 'dns'); args=('cf_account', 'dns')
2018-09-11 10:27:58,884 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'dnspod_account' AND `django_content_type`.`app_label` = 'dns'); args=('dnspod_account', 'dns')
2018-09-11 10:27:58,905 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (26, 12, 13, 14) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(26, 12, 13, 14)
2018-09-11 10:27:58,927 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'dns'; args=('dns',)
2018-09-11 10:27:58,951 utils.py [django.db.backends:91] [DEBUG]- (0.024) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'domains' AND `django_content_type`.`app_label` = 'detect'); args=('domains', 'detect')
2018-09-11 10:27:58,973 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'telegram_user_id_t' AND `django_content_type`.`app_label` = 'detect'); args=('telegram_user_id_t', 'detect')
2018-09-11 10:27:58,993 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'telegram_chat_group_t' AND `django_content_type`.`app_label` = 'detect'); args=('telegram_chat_group_t', 'detect')
2018-09-11 10:27:59,016 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'groups' AND `django_content_type`.`app_label` = 'detect'); args=('groups', 'detect')
2018-09-11 10:27:59,039 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'cdn_account_t' AND `django_content_type`.`app_label` = 'detect'); args=('cdn_account_t', 'detect')
2018-09-11 10:27:59,062 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (16, 34, 35, 28, 15) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(16, 34, 35, 28, 15)
2018-09-11 10:27:59,085 utils.py [django.db.backends:91] [DEBUG]- (0.022) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'detect'; args=('detect',)
2018-09-11 10:27:59,107 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'rsa_key_t' AND `django_content_type`.`app_label` = 'servers'); args=('rsa_key_t', 'servers')
2018-09-11 10:27:59,130 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (27) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(27,)
2018-09-11 10:27:59,151 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'servers'; args=('servers',)
2018-09-11 11:52:43,459 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-09-11 11:52:43,480 utils.py [django.db.backends:91] [DEBUG]- (0.021) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-11 11:52:43,500 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT VERSION(); args=None
2018-09-11 11:52:45,528 utils.py [django.db.backends:91] [DEBUG]- (0.020) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-11 11:52:45,549 utils.py [django.db.backends:91] [DEBUG]- (0.022) SHOW FULL TABLES; args=None
2018-09-11 11:52:45,605 utils.py [django.db.backends:91] [DEBUG]- (0.022) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2018-09-11 11:52:46,480 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-09-11 11:52:46,503 utils.py [django.db.backends:91] [DEBUG]- (0.020) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-11 11:52:46,523 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT VERSION(); args=None
2018-09-11 11:52:46,710 utils.py [django.db.backends:91] [DEBUG]- (0.020) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-11 11:52:46,730 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'l87q278ud6y5gdv2svi2vgl4vi4uomps' AND `django_session`.`expire_date` > '2018-09-11 11:52:46'); args=('l87q278ud6y5gdv2svi2vgl4vi4uomps', u'2018-09-11 11:52:46')
2018-09-11 11:52:46,753 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-09-11 11:52:46,773 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = 'l87q278ud6y5gdv2svi2vgl4vi4uomps'; args=('l87q278ud6y5gdv2svi2vgl4vi4uomps',)
2018-09-11 11:52:46,815 utils.py [django.db.backends:91] [DEBUG]- (0.020) DELETE FROM `django_session` WHERE `django_session`.`session_key` IN ('l87q278ud6y5gdv2svi2vgl4vi4uomps'); args=(u'l87q278ud6y5gdv2svi2vgl4vi4uomps',)
2018-09-11 11:52:50,259 utils.py [django.db.backends:91] [DEBUG]- (0.022) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-09-11 11:52:50,280 utils.py [django.db.backends:91] [DEBUG]- (0.021) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-11 11:52:50,301 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT VERSION(); args=None
2018-09-11 11:52:50,486 utils.py [django.db.backends:91] [DEBUG]- (0.020) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-11 11:52:50,506 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'phexus_sa'; args=(u'phexus_sa',)
2018-09-11 11:52:50,608 utils.py [django.db.backends:91] [DEBUG]- (0.020) UPDATE `auth_user` SET `password` = 'pbkdf2_sha256$36000$XjGd6s4GDBIE$TTam+OkBVpBIBPVNx7X2hNskV1wcl3tKRkJZUvYlcIg=' WHERE `auth_user`.`id` = 1; args=(u'pbkdf2_sha256$36000$XjGd6s4GDBIE$TTam+OkBVpBIBPVNx7X2hNskV1wcl3tKRkJZUvYlcIg=', 1)
2018-09-11 11:52:50,670 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = '5xx7k63p4hjx3q529tow9xr1vzix2m8j' LIMIT 1; args=(u'5xx7k63p4hjx3q529tow9xr1vzix2m8j',)
2018-09-11 11:52:50,711 utils.py [django.db.backends:91] [DEBUG]- (0.020) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('5xx7k63p4hjx3q529tow9xr1vzix2m8j', 'OWRkMTU0OGIzNjBjNjNhOWJkMWE4ZWQ5NDhlZDY0NDdmZmRlMGFkMTp7fQ==', '2018-09-25 11:52:50'); args=(u'5xx7k63p4hjx3q529tow9xr1vzix2m8j', u'OWRkMTU0OGIzNjBjNjNhOWJkMWE4ZWQ5NDhlZDY0NDdmZmRlMGFkMTp7fQ==', u'2018-09-25 11:52:50')
2018-09-11 11:52:50,796 utils.py [django.db.backends:91] [DEBUG]- (0.021) UPDATE `auth_user` SET `last_login` = '2018-09-11 11:52:50' WHERE `auth_user`.`id` = 1; args=(u'2018-09-11 11:52:50', 1)
2018-09-11 11:52:50,878 utils.py [django.db.backends:91] [DEBUG]- (0.021) UPDATE `django_session` SET `session_data` = 'ODFlODVjZWYyOTcxZWZkYjA3ODgxYzYyNmJjY2YwNGVlNjczYmM2Zjp7Il9hdXRoX3VzZXJfaGFzaCI6IjU4NDljZjE1NjRmMzc0MWQ5MjYzMzU3YWJmMDE2OTA5MjMyOGIzMDgiLCJfYXV0aF91c2VyX2JhY2tlbmQiOiJkamFuZ28uY29udHJpYi5hdXRoLmJhY2tlbmRzLk1vZGVsQmFja2VuZCIsIl9hdXRoX3VzZXJfaWQiOiIxIn0=', `expire_date` = '2018-09-25 11:52:50' WHERE `django_session`.`session_key` = '5xx7k63p4hjx3q529tow9xr1vzix2m8j'; args=(u'ODFlODVjZWYyOTcxZWZkYjA3ODgxYzYyNmJjY2YwNGVlNjczYmM2Zjp7Il9hdXRoX3VzZXJfaGFzaCI6IjU4NDljZjE1NjRmMzc0MWQ5MjYzMzU3YWJmMDE2OTA5MjMyOGIzMDgiLCJfYXV0aF91c2VyX2JhY2tlbmQiOiJkamFuZ28uY29udHJpYi5hdXRoLmJhY2tlbmRzLk1vZGVsQmFja2VuZCIsIl9hdXRoX3VzZXJfaWQiOiIxIn0=', u'2018-09-25 11:52:50', u'5xx7k63p4hjx3q529tow9xr1vzix2m8j')
2018-09-11 11:52:51,157 utils.py [django.db.backends:91] [DEBUG]- (0.020) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-11 11:52:51,178 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '5xx7k63p4hjx3q529tow9xr1vzix2m8j' AND `django_session`.`expire_date` > '2018-09-11 11:52:50'); args=('5xx7k63p4hjx3q529tow9xr1vzix2m8j', u'2018-09-11 11:52:50')
2018-09-11 11:52:51,200 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-09-11 11:52:51,221 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `accounts_userprofile`.`id`, `accounts_userprofile`.`user_id`, `accounts_userprofile`.`role`, `accounts_userprofile`.`manage` FROM `accounts_userprofile` WHERE `accounts_userprofile`.`user_id` = 1; args=(1,)
2018-09-11 11:52:51,221 views.py [django:27] [INFO]- 127.0.0.1 is requesting /
2018-09-11 11:52:52,072 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT @@SQL_AUTO_IS_NULL; args=None
2018-09-11 11:52:52,095 utils.py [django.db.backends:91] [DEBUG]- (0.020) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-11 11:52:52,115 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT VERSION(); args=None
2018-09-11 11:52:52,309 utils.py [django.db.backends:91] [DEBUG]- (0.020) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-11 11:52:52,329 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '5xx7k63p4hjx3q529tow9xr1vzix2m8j' AND `django_session`.`expire_date` > '2018-09-11 11:52:51'); args=('5xx7k63p4hjx3q529tow9xr1vzix2m8j', u'2018-09-11 11:52:51')
2018-09-11 11:52:52,355 utils.py [django.db.backends:91] [DEBUG]- (0.025) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-09-11 11:52:52,381 utils.py [django.db.backends:91] [DEBUG]- (0.024) SELECT `accounts_userprofile`.`id`, `accounts_userprofile`.`user_id`, `accounts_userprofile`.`role`, `accounts_userprofile`.`manage` FROM `accounts_userprofile` WHERE `accounts_userprofile`.`user_id` = 1; args=(1,)
2018-09-11 11:52:52,381 views.py [django:402] [INFO]- 127.0.0.1 is requesting. /saltstack/reflesh
2018-09-11 11:52:52,585 reflesh.py [django:85] [INFO]- 127.0.0.1 is requesting. /saltstack/reflesh/get_project
2018-09-11 11:52:52,769 utils.py [django.db.backends:91] [DEBUG]- (0.020) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-11 11:52:52,792 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `monitor_cdn_proj_t`.`id`, `monitor_cdn_proj_t`.`project` FROM `monitor_cdn_proj_t`; args=()
2018-09-11 11:52:52,815 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `detect_domains`.`id`, `detect_domains`.`name`, `detect_domains`.`product`, `detect_domains`.`customer`, `detect_domains`.`group_id`, `detect_domains`.`content`, `detect_domains`.`status` FROM `detect_domains` INNER JOIN `monitor_cdn_proj_t_domain` ON (`detect_domains`.`id` = `monitor_cdn_proj_t_domain`.`domains_id`) WHERE `monitor_cdn_proj_t_domain`.`cdn_proj_t_id` = 1; args=(1,)
2018-09-11 11:52:52,836 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `detect_domains`.`id`, `detect_domains`.`name`, `detect_domains`.`product`, `detect_domains`.`customer`, `detect_domains`.`group_id`, `detect_domains`.`content`, `detect_domains`.`status` FROM `detect_domains` INNER JOIN `monitor_cdn_proj_t_domain` ON (`detect_domains`.`id` = `monitor_cdn_proj_t_domain`.`domains_id`) WHERE `monitor_cdn_proj_t_domain`.`cdn_proj_t_id` = 2; args=(2,)
2018-09-11 11:52:52,861 utils.py [django.db.backends:91] [DEBUG]- (0.022) SELECT `detect_domains`.`id`, `detect_domains`.`name`, `detect_domains`.`product`, `detect_domains`.`customer`, `detect_domains`.`group_id`, `detect_domains`.`content`, `detect_domains`.`status` FROM `detect_domains` INNER JOIN `monitor_cdn_proj_t_domain` ON (`detect_domains`.`id` = `monitor_cdn_proj_t_domain`.`domains_id`) WHERE `monitor_cdn_proj_t_domain`.`cdn_proj_t_id` = 3; args=(3,)
2018-09-11 11:52:52,882 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `detect_domains`.`id`, `detect_domains`.`name`, `detect_domains`.`product`, `detect_domains`.`customer`, `detect_domains`.`group_id`, `detect_domains`.`content`, `detect_domains`.`status` FROM `detect_domains` INNER JOIN `monitor_cdn_proj_t_domain` ON (`detect_domains`.`id` = `monitor_cdn_proj_t_domain`.`domains_id`) WHERE `monitor_cdn_proj_t_domain`.`cdn_proj_t_id` = 4; args=(4,)
2018-09-11 11:52:52,903 utils.py [django.db.backends:91] [DEBUG]- (0.019) SELECT `detect_domains`.`id`, `detect_domains`.`name`, `detect_domains`.`product`, `detect_domains`.`customer`, `detect_domains`.`group_id`, `detect_domains`.`content`, `detect_domains`.`status` FROM `detect_domains` INNER JOIN `monitor_cdn_proj_t_domain` ON (`detect_domains`.`id` = `monitor_cdn_proj_t_domain`.`domains_id`) WHERE `monitor_cdn_proj_t_domain`.`cdn_proj_t_id` = 5; args=(5,)
2018-09-11 11:52:52,926 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `detect_cdn_account_t`.`id`, `detect_cdn_account_t`.`name`, `detect_cdn_account_t`.`account`, `detect_cdn_account_t`.`secretid`, `detect_cdn_account_t`.`secretkey` FROM `detect_cdn_account_t`; args=()
2018-09-11 11:52:53,720 ws_api.py [django:75] [INFO]- 网宿域名获取成功！
2018-09-11 11:52:53,720 tencent_api.py [django:70] [INFO]- POSTcdn.api.qcloud.com/v2/index.php?Action=DescribeCdnHosts&Nonce=799407&SecretId=AKID75tX0ViCMVbcVJoqmbFjCfx35wNsshIs&Timestamp=1536637973
2018-09-11 11:52:53,720 tencent_api.py [django:71] [INFO]- c5QehaK1bQ9oKoDpOsNsiPvHSbdYQKB1
2018-09-11 11:52:54,232 utils.py [django.db.backends:91] [DEBUG]- (0.024) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-11 11:52:54,256 utils.py [django.db.backends:91] [DEBUG]- (0.023) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '5xx7k63p4hjx3q529tow9xr1vzix2m8j' AND `django_session`.`expire_date` > '2018-09-11 11:52:54'); args=('5xx7k63p4hjx3q529tow9xr1vzix2m8j', u'2018-09-11 11:52:54')
2018-09-11 11:52:54,283 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-09-11 11:52:54,305 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `accounts_userprofile`.`id`, `accounts_userprofile`.`user_id`, `accounts_userprofile`.`role`, `accounts_userprofile`.`manage` FROM `accounts_userprofile` WHERE `accounts_userprofile`.`user_id` = 1; args=(1,)
2018-09-11 11:52:54,326 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'phexus_sa'; args=(u'phexus_sa',)
2018-09-11 11:52:54,348 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `monitor_permission_t`.`id`, `monitor_permission_t`.`permission` FROM `monitor_permission_t` WHERE `monitor_permission_t`.`permission` = 'read'; args=('read',)
2018-09-11 11:52:54,348 views.py [django:38] [INFO]- 127.0.0.1 is requesting /servers/
2018-09-11 11:52:54,394 utils.py [django.db.backends:91] [DEBUG]- (0.045) SELECT `monitor_project_t`.`id`, `monitor_project_t`.`envir`, `monitor_project_t`.`product`, `monitor_project_t`.`project`, `monitor_project_t`.`customer`, `monitor_project_t`.`user`, `monitor_project_t`.`port`, `monitor_project_t`.`password`, `monitor_project_t`.`server_type`, `monitor_project_t`.`role`, `monitor_project_t`.`url`, `monitor_project_t`.`alive`, `monitor_project_t`.`status`, `monitor_project_t`.`svn`, `monitor_project_t`.`privatekey`, `monitor_project_t`.`publickey`, `monitor_project_t`.`info` FROM `monitor_project_t` WHERE `monitor_project_t`.`status` = 1; args=(1,)
2018-09-11 11:52:56,066 tencent_api.py [django:108] [INFO]- {'Action': 'DescribeCdnHosts', 'Nonce': 799407, 'SecretId': u'AKID75tX0ViCMVbcVJoqmbFjCfx35wNsshIs', 'Signature': 'V7/C9efm51j++5t81WCCP3WZZl8=', 'Timestamp': 1536637973}: 腾讯云域名获取成功！
2018-09-11 11:52:57,043 ws_api.py [django:75] [INFO]- 网宿域名获取成功！
2018-09-11 11:52:57,273 utils.py [django.db.backends:91] [DEBUG]- (0.021) SET SQL_AUTO_IS_NULL = 0; args=None
2018-09-11 11:52:57,296 utils.py [django.db.backends:91] [DEBUG]- (0.022) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '5xx7k63p4hjx3q529tow9xr1vzix2m8j' AND `django_session`.`expire_date` > '2018-09-11 11:52:57'); args=('5xx7k63p4hjx3q529tow9xr1vzix2m8j', u'2018-09-11 11:52:57')
2018-09-11 11:52:57,319 utils.py [django.db.backends:91] [DEBUG]- (0.021) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2018-09-11 11:52:57,342 utils.py [django.db.backends:91] [DEBUG]- (0.020) SELECT `accounts_userprofile`.`id`, `accounts_userprofile`.`user_id`, `accounts_userprofile`.`role`, `accounts_userprofile`.`manage` FROM `accounts_userprofile` WHERE `accounts_userprofile`.`user_id` = 1; args=(1,)
2018-09-11 11:52:57,342 views.py [django:154] [INFO]- [POST]127.0.0.1 is requesting. /servers/get_servers_records
2018-09-11 11:52:57,342 views.py [django:160] [INFO]- {u'customer': [32, 29, 30], u'product': [u'0'], u'server_type': [u'front', u'backend', u'other'], u'project': [u'houtai', u'sport', u'vpn', u'pay', u'other', u'ggz', u'image', u'caipiao'], u'ips': [], u'envir': [1, 0], u'privkey': {u'1_12_caipiao_backend': u'', u'1_27_houtai_front': u'', u'1_27_caipiao_front': u'', u'1_26_caipiao_front': u'', u'1_27_pay_front': u'', u'0_12_sport_backend': u'', u'1_0_other_other': u'', u'1_27_sport_front': u'', u'0_26_caipiao_backend': u'', u'1_0_vpn_front': u'', u'1_16_ggz_backend': u'', u'1_16_sport_front': u'', u'1_16_houtai_front': u'', u'1_12_image_backend': u'', u'1_12_sport_front': u'', u'1_12_houtai_front': u'', u'1_12_caipiao_front': u'', u'1_12_sport_backend': u''}}
2018-09-11 11:52:57,368 utils.py [django.db.backends:91] [DEBUG]- (0.023) SELECT `monitor_project_t`.`id`, `monitor_project_t`.`envir`, `monitor_project_t`.`product`, `monitor_project_t`.`project`, `monitor_project_t`.`customer`, `monitor_project_t`.`user`, `monitor_project_t`.`port`, `monitor_project_t`.`password`, `monitor_project_t`.`server_type`, `monitor_project_t`.`role`, `monitor_project_t`.`url`, `monitor_project_t`.`alive`, `monitor_project_t`.`status`, `monitor_project_t`.`svn`, `monitor_project_t`.`privatekey`, `monitor_project_t`.`publickey`, `monitor_project_t`.`info` FROM `monitor_project_t` WHERE (`monitor_project_t`.`server_type` IN ('front', 'other', 'backend') AND `monitor_project_t`.`product` IN (0) AND `monitor_project_t`.`envir` IN (0, 1) AND `monitor_project_t`.`project` IN ('sport', 'houtai', 'pay', 'image', 'caipiao', 'ggz', 'other', 'vpn') AND `monitor_project_t`.`customer` IN (32, 29, 30)) ORDER BY `monitor_project_t`.`product` ASC; args=(u'front', u'other', u'backend', 0, 0, 1, u'sport', u'houtai', u'pay', u'image', u'caipiao', u'ggz', u'other', u'vpn', 32, 29, 30)
2018-09-11 11:52:57,374 views.py [django:107] [ERROR]- 运营环境[ONLINE]_公共产品[pub]_其他[other]_其他服务器[other]: Incorrect padding
2018-09-11 11:52:57,403 utils.py [django.db.backends:91] [DEBUG]- (0.022) SELECT `monitor_minion_t`.`id`, `monitor_minion_t`.`minion_id`, `monitor_minion_t`.`system`, `monitor_minion_t`.`user`, `monitor_minion_t`.`port`, `monitor_minion_t`.`service_type`, `monitor_minion_t`.`password`, `monitor_minion_t`.`price`, `monitor_minion_t`.`provider`, `monitor_minion_t`.`alive`, `monitor_minion_t`.`status`, `monitor_minion_t`.`info` FROM `monitor_minion_t` INNER JOIN `monitor_project_t_minion_id` ON (`monitor_minion_t`.`id` = `monitor_project_t_minion_id`.`minion_t_id`) WHERE `monitor_project_t_minion_id`.`project_t_id` = 12; args=(12,)
